run_id,episode,avg_reward,avg_queue,epsilon,lr,gamma,loss
run_1778423668,176,-0.069125,5.5300,0.1195,0.001,0.99,0.005431
run_1778423668,177,-0.066000,5.2800,0.1180,0.001,0.99,0.004879
run_1778423668,178,-0.076250,6.1000,0.1166,0.001,0.99,0.004746
run_1778423668,179,-0.076792,6.1433,0.1152,0.001,0.99,0.004999
run_1778423668,180,-0.079583,6.3667,0.1138,0.001,0.99,0.004971
run_1778423668,181,-0.078708,6.2967,0.1125,0.001,0.99,0.005498
run_1778423668,182,-0.076292,6.1033,0.1111,0.001,0.99,0.005304
run_1778423668,183,-0.073917,5.9133,0.1098,0.001,0.99,0.005625
run_1778423668,184,-0.067000,5.3600,0.1085,0.001,0.99,0.005132
run_1778423668,185,-0.072792,5.8233,0.1072,0.001,0.99,0.005269
run_1778423668,186,-0.072708,5.8167,0.1059,0.001,0.99,0.004679
run_1778423668,187,-0.067792,5.4233,0.1046,0.001,0.99,0.005451
run_1778423668,188,-0.070750,5.6600,0.1033,0.001,0.99,0.004859
run_1778423668,189,-0.061333,4.9067,0.1021,0.001,0.99,0.004748
run_1778423668,190,-0.074333,5.9467,0.1009,0.001,0.99,0.005680
run_1778423668,191,-0.077958,6.2367,0.0997,0.001,0.99,0.006374
run_1778423668,192,-0.062750,5.0200,0.0985,0.001,0.99,0.005915
run_1778423668,193,-0.062917,5.0333,0.0973,0.001,0.99,0.005781
run_1778423668,194,-0.065917,5.2733,0.0961,0.001,0.99,0.005718
run_1778423668,195,-0.069292,5.5433,0.0950,0.001,0.99,0.005553
run_1778423668,196,-0.068000,5.4400,0.0938,0.001,0.99,0.005508
run_1778423668,197,-0.071875,5.7500,0.0927,0.001,0.99,0.005646
run_1778423668,198,-0.070500,5.6400,0.0916,0.001,0.99,0.006088
run_1778423668,199,-0.069667,5.5733,0.0905,0.001,0.99,0.005807
run_1778423668,200,-0.073958,5.9167,0.0894,0.001,0.99,0.005796
run_1778423668,201,-0.081750,6.5400,0.0883,0.001,0.99,0.006826
run_1778423668,202,-0.073167,5.8533,0.0873,0.001,0.99,0.005989
run_1778423668,203,-0.072667,5.8133,0.0862,0.001,0.99,0.005572
run_1778423668,204,-0.080625,6.4500,0.0852,0.001,0.99,0.007090
run_1778423668,205,-0.073583,5.8867,0.0842,0.001,0.99,0.005524
run_1778423668,206,-0.062000,4.9600,0.0832,0.001,0.99,0.006104
run_1778423668,207,-0.065667,5.2533,0.0822,0.001,0.99,0.005641
run_1778423668,208,-0.083333,6.6667,0.0812,0.001,0.99,0.006339
run_1778423668,209,-0.064167,5.1333,0.0802,0.001,0.99,0.006231
run_1778423668,210,-0.063625,5.0900,0.0792,0.001,0.99,0.005438
run_1778423668,211,-0.080083,6.4067,0.0783,0.001,0.99,0.007074
run_1778423668,212,-0.076167,6.0933,0.0774,0.001,0.99,0.006485
run_1778423668,213,-0.072167,5.7733,0.0764,0.001,0.99,0.006469
run_1778423668,214,-0.081583,6.5267,0.0755,0.001,0.99,0.006208
run_1778423668,215,-0.080458,6.4367,0.0746,0.001,0.99,0.006052
run_1778423668,216,-0.074458,5.9567,0.0737,0.001,0.99,0.006439
run_1778423668,217,-0.072750,5.8200,0.0728,0.001,0.99,0.005714
run_1778423668,218,-0.071917,5.7533,0.0719,0.001,0.99,0.006489
run_1778423668,219,-0.074583,5.9667,0.0711,0.001,0.99,0.006065
run_1778423668,220,-0.070000,5.6000,0.0702,0.001,0.99,0.006937
run_1778423668,221,-0.075500,6.0400,0.0694,0.001,0.99,0.006904
run_1778423668,222,-0.055833,4.4667,0.0686,0.001,0.99,0.007022
run_1778423668,223,-0.066500,5.3200,0.0677,0.001,0.99,0.006260
run_1778423668,224,-0.063750,5.1000,0.0669,0.001,0.99,0.005827
run_1778423668,225,-0.063333,5.0667,0.0661,0.001,0.99,0.005911
run_1778423668,226,-0.067792,5.4233,0.0653,0.001,0.99,0.006804
run_1778423668,227,-0.074917,5.9933,0.0645,0.001,0.99,0.006145
run_1778423668,228,-0.068667,5.4933,0.0638,0.001,0.99,0.006743
run_1778423668,229,-0.072083,5.7667,0.0630,0.001,0.99,0.007066
run_1778423668,230,-0.071708,5.7367,0.0622,0.001,0.99,0.006003
run_1778423668,231,-0.071208,5.6967,0.0615,0.001,0.99,0.006973
run_1778423668,232,-0.074542,5.9633,0.0608,0.001,0.99,0.006527
run_1778423668,233,-0.076083,6.0867,0.0600,0.001,0.99,0.006553
run_1778423668,234,-0.076708,6.1367,0.0593,0.001,0.99,0.007179
run_1778423668,235,-0.067708,5.4167,0.0586,0.001,0.99,0.006562
run_1778423668,236,-0.080250,6.4200,0.0579,0.001,0.99,0.006747
run_1778423668,237,-0.077000,6.1600,0.0572,0.001,0.99,0.006831
run_1778423668,238,-0.074500,5.9600,0.0565,0.001,0.99,0.006274
run_1778423668,239,-0.092250,7.3800,0.0558,0.001,0.99,0.006338
run_1778423668,240,-0.068833,5.5067,0.0552,0.001,0.99,0.006465
run_1778423668,241,-0.067917,5.4333,0.0545,0.001,0.99,0.007221
run_1778423668,242,-0.061292,4.9033,0.0538,0.001,0.99,0.008040
run_1778423668,243,-0.076583,6.1267,0.0532,0.001,0.99,0.008155
run_1778423668,244,-0.072667,5.8133,0.0526,0.001,0.99,0.007010
run_1778423668,245,-0.073125,5.8500,0.0519,0.001,0.99,0.007800
run_1778423668,246,-0.074833,5.9867,0.0513,0.001,0.99,0.007624
run_1778423668,247,-0.080250,6.4200,0.0507,0.001,0.99,0.006745
run_1778423668,248,-0.073542,5.8833,0.0501,0.001,0.99,0.007197
run_1778423668,249,-0.067000,5.3600,0.0500,0.001,0.99,0.007613
run_1778423668,250,-0.077333,6.1867,0.0500,0.001,0.99,0.008127
run_1778423668,251,-0.066750,5.3400,0.0500,0.001,0.99,0.007822
run_1778423668,252,-0.063208,5.0567,0.0500,0.001,0.99,0.006907
run_1778423668,253,-0.071458,5.7167,0.0500,0.001,0.99,0.006949
run_1778423668,254,-0.076708,6.1367,0.0500,0.001,0.99,0.007204
run_1778423668,255,-0.065458,5.2367,0.0500,0.001,0.99,0.008077
run_1778423668,256,-0.068333,5.4667,0.0500,0.001,0.99,0.007587
run_1778423668,257,-0.071875,5.7500,0.0500,0.001,0.99,0.007661
run_1778423668,258,-0.073583,5.8867,0.0500,0.001,0.99,0.006698
run_1778423668,259,-0.071125,5.6900,0.0500,0.001,0.99,0.006768
run_1778423668,260,-0.075583,6.0467,0.0500,0.001,0.99,0.007397
run_1778423668,261,-0.077500,6.2000,0.0500,0.001,0.99,0.008005
run_1778423668,262,-0.078250,6.2600,0.0500,0.001,0.99,0.007662
run_1778423668,263,-0.071083,5.6867,0.0500,0.001,0.99,0.007755
run_1778423668,264,-0.076458,6.1167,0.0500,0.001,0.99,0.008578
run_1778423668,265,-0.070750,5.6600,0.0500,0.001,0.99,0.007301
run_1778423668,266,-0.080042,6.4033,0.0500,0.001,0.99,0.007519
run_1778423668,267,-0.078000,6.2400,0.0500,0.001,0.99,0.007680
run_1778423668,268,-0.076917,6.1533,0.0500,0.001,0.99,0.007379
run_1778423668,269,-0.070458,5.6367,0.0500,0.001,0.99,0.008280
run_1778423668,270,-0.072625,5.8100,0.0500,0.001,0.99,0.008125
run_1778423668,271,-0.078542,6.2833,0.0500,0.001,0.99,0.007417
run_1778423668,272,-0.066708,5.3367,0.0500,0.001,0.99,0.007684
run_1778423668,273,-0.075833,6.0667,0.0500,0.001,0.99,0.008014
run_1778423668,274,-0.070625,5.6500,0.0500,0.001,0.99,0.008478
run_1778423668,275,-0.076000,6.0800,0.0500,0.001,0.99,0.008391
run_1778423668,276,-0.070833,5.6667,0.0500,0.001,0.99,0.008905
run_1778423668,277,-0.087875,7.0300,0.0500,0.001,0.99,0.008295
run_1778423668,278,-0.068125,5.4500,0.0500,0.001,0.99,0.009152
run_1778423668,279,-0.066583,5.3267,0.0500,0.001,0.99,0.008656
run_1778423668,280,-0.071792,5.7433,0.0500,0.001,0.99,0.008664
run_1778423668,281,-0.075125,6.0100,0.0500,0.001,0.99,0.008493
run_1778423668,282,-0.078000,6.2400,0.0500,0.001,0.99,0.008774
run_1778423668,283,-0.074208,5.9367,0.0500,0.001,0.99,0.009337
run_1778423668,284,-0.079167,6.3333,0.0500,0.001,0.99,0.008202
run_1778423668,285,-0.071042,5.6833,0.0500,0.001,0.99,0.008261
run_1778423668,286,-0.075167,6.0133,0.0500,0.001,0.99,0.009283
run_1778423668,287,-0.064917,5.1933,0.0500,0.001,0.99,0.008728
run_1778423668,288,-0.070750,5.6600,0.0500,0.001,0.99,0.008364
run_1778423668,289,-0.073667,5.8933,0.0500,0.001,0.99,0.009051
run_1778423668,290,-0.068167,5.4533,0.0500,0.001,0.99,0.008207
run_1778423668,291,-0.071875,5.7500,0.0500,0.001,0.99,0.009355
run_1778423668,292,-0.076208,6.0967,0.0500,0.001,0.99,0.008318
run_1778423668,293,-0.079375,6.3500,0.0500,0.001,0.99,0.008527
run_1778423668,294,-0.069833,5.5867,0.0500,0.001,0.99,0.009808
run_1778423668,295,-0.076292,6.1033,0.0500,0.001,0.99,0.009203
run_1778423668,296,-0.071917,5.7533,0.0500,0.001,0.99,0.008740
run_1778423668,297,-0.073792,5.9033,0.0500,0.001,0.99,0.007924
run_1778423668,298,-0.077500,6.2000,0.0500,0.001,0.99,0.008453
run_1778423668,299,-0.074375,5.9500,0.0500,0.001,0.99,0.010572
run_1778423668,300,-0.070542,5.6433,0.0500,0.001,0.99,0.009072
