run_id,episode,avg_reward,avg_queue,epsilon,lr,gamma,loss
run_1778424061,364,-0.076958,6.1567,0.0500,0.001,0.99,0.010143
run_1778424061,365,-0.071917,5.7533,0.0500,0.001,0.99,0.009099
run_1778424061,366,-0.068292,5.4633,0.0500,0.001,0.99,0.010288
run_1778424061,367,-0.072875,5.8300,0.0500,0.001,0.99,0.009648
run_1778424061,368,-0.073583,5.8867,0.0500,0.001,0.99,0.010674
run_1778424061,369,-0.076625,6.1300,0.0500,0.001,0.99,0.010683
run_1778424061,370,-0.068083,5.4467,0.0500,0.001,0.99,0.011569
run_1778424061,371,-0.067083,5.3667,0.0500,0.001,0.99,0.010339
run_1778424061,372,-0.071583,5.7267,0.0500,0.001,0.99,0.010996
run_1778424061,373,-0.070292,5.6233,0.0500,0.001,0.99,0.009746
run_1778424061,374,-0.069875,5.5900,0.0500,0.001,0.99,0.010692
run_1778424061,375,-0.082042,6.5633,0.0500,0.001,0.99,0.010879
run_1778424061,376,-0.066625,5.3300,0.0500,0.001,0.99,0.009480
run_1778424061,377,-0.068292,5.4633,0.0500,0.001,0.99,0.013159
run_1778424061,378,-0.070125,5.6100,0.0500,0.001,0.99,0.010967
run_1778424061,379,-0.074333,5.9467,0.0500,0.001,0.99,0.011296
run_1778424061,380,-0.070042,5.6033,0.0500,0.001,0.99,0.010893
run_1778424061,381,-0.082250,6.5800,0.0500,0.001,0.99,0.012500
run_1778424061,382,-0.069375,5.5500,0.0500,0.001,0.99,0.011214
run_1778424061,383,-0.067625,5.4100,0.0500,0.001,0.99,0.012627
run_1778424061,384,-0.068208,5.4567,0.0500,0.001,0.99,0.010985
run_1778424061,385,-0.071417,5.7133,0.0500,0.001,0.99,0.011766
run_1778424061,386,-0.074958,5.9967,0.0500,0.001,0.99,0.011362
run_1778424061,387,-0.073875,5.9100,0.0500,0.001,0.99,0.009978
run_1778424061,388,-0.071208,5.6967,0.0500,0.001,0.99,0.012886
run_1778424061,389,-0.068750,5.5000,0.0500,0.001,0.99,0.010400
run_1778424061,390,-0.075000,6.0000,0.0500,0.001,0.99,0.012600
run_1778424061,391,-0.073583,5.8867,0.0500,0.001,0.99,0.013012
run_1778424061,392,-0.066875,5.3500,0.0500,0.001,0.99,0.011184
run_1778424061,393,-0.068833,5.5067,0.0500,0.001,0.99,0.013831
run_1778424061,394,-0.078042,6.2433,0.0500,0.001,0.99,0.012713
run_1778424061,395,-0.067125,5.3700,0.0500,0.001,0.99,0.011359
run_1778424061,396,-0.071750,5.7400,0.0500,0.001,0.99,0.011032
run_1778424061,397,-0.066833,5.3467,0.0500,0.001,0.99,0.011745
run_1778424061,398,-0.068333,5.4667,0.0500,0.001,0.99,0.012882
run_1778424061,399,-0.074083,5.9267,0.0500,0.001,0.99,0.011346
run_1778424061,400,-0.084375,6.7500,0.0500,0.001,0.99,0.012677
run_1778424061,401,-0.063375,5.0700,0.0500,0.001,0.99,0.012574
run_1778424061,402,-0.065333,5.2267,0.0500,0.001,0.99,0.013123
run_1778424061,403,-0.071333,5.7067,0.0500,0.001,0.99,0.012466
run_1778424061,404,-0.066500,5.3200,0.0500,0.001,0.99,0.010310
run_1778424061,405,-0.070083,5.6067,0.0500,0.001,0.99,0.012351
run_1778424061,406,-0.074250,5.9400,0.0500,0.001,0.99,0.013649
run_1778424061,407,-0.071167,5.6933,0.0500,0.001,0.99,0.011032
run_1778424061,408,-0.074833,5.9867,0.0500,0.001,0.99,0.010486
run_1778424061,409,-0.065708,5.2567,0.0500,0.001,0.99,0.011047
run_1778424061,410,-0.069875,5.5900,0.0500,0.001,0.99,0.011636
run_1778424061,411,-0.066458,5.3167,0.0500,0.001,0.99,0.011528
run_1778424061,412,-0.072208,5.7767,0.0500,0.001,0.99,0.012135
run_1778424061,413,-0.073250,5.8600,0.0500,0.001,0.99,0.011830
run_1778424061,414,-0.062750,5.0200,0.0500,0.001,0.99,0.012516
run_1778424061,415,-0.071542,5.7233,0.0500,0.001,0.99,0.013733
run_1778424061,416,-0.068708,5.4967,0.0500,0.001,0.99,0.011914
run_1778424061,417,-0.064500,5.1600,0.0500,0.001,0.99,0.010874
run_1778424061,418,-0.076792,6.1433,0.0500,0.001,0.99,0.013607
run_1778424061,419,-0.066167,5.2933,0.0500,0.001,0.99,0.012710
run_1778424061,420,-0.074625,5.9700,0.0500,0.001,0.99,0.011814
run_1778424061,421,-0.071917,5.7533,0.0500,0.001,0.99,0.011790
run_1778424061,422,-0.079417,6.3533,0.0500,0.001,0.99,0.012806
run_1778424061,423,-0.076208,6.0967,0.0500,0.001,0.99,0.011069
run_1778424061,424,-0.082542,6.6033,0.0500,0.001,0.99,0.010290
run_1778424061,425,-0.069375,5.5500,0.0500,0.001,0.99,0.012509
run_1778424061,426,-0.064375,5.1500,0.0500,0.001,0.99,0.010029
run_1778424061,427,-0.064500,5.1600,0.0500,0.001,0.99,0.011825
run_1778424061,428,-0.068583,5.4867,0.0500,0.001,0.99,0.012395
run_1778424061,429,-0.071083,5.6867,0.0500,0.001,0.99,0.013516
run_1778424061,430,-0.087500,7.0000,0.0500,0.001,0.99,0.012188
run_1778424061,431,-0.091667,7.3333,0.0500,0.001,0.99,0.011633
run_1778424061,432,-0.071833,5.7467,0.0500,0.001,0.99,0.011866
run_1778424061,433,-0.078458,6.2767,0.0500,0.001,0.99,0.011439
run_1778424061,434,-0.073583,5.8867,0.0500,0.001,0.99,0.011208
run_1778424061,435,-0.076667,6.1333,0.0500,0.001,0.99,0.012541
run_1778424061,436,-0.060625,4.8500,0.0500,0.001,0.99,0.012723
run_1778424061,437,-0.071250,5.7000,0.0500,0.001,0.99,0.013644
run_1778424061,438,-0.068458,5.4767,0.0500,0.001,0.99,0.012721
run_1778424061,439,-0.067667,5.4133,0.0500,0.001,0.99,0.010865
run_1778424061,440,-0.084458,6.7567,0.0500,0.001,0.99,0.012762
run_1778424061,441,-0.067917,5.4333,0.0500,0.001,0.99,0.015152
run_1778424061,442,-0.072042,5.7633,0.0500,0.001,0.99,0.014334
run_1778424061,443,-0.067833,5.4267,0.0500,0.001,0.99,0.013757
run_1778424061,444,-0.076917,6.1533,0.0500,0.001,0.99,0.011541
run_1778424061,445,-0.076167,6.0933,0.0500,0.001,0.99,0.013811
run_1778424061,446,-0.071625,5.7300,0.0500,0.001,0.99,0.014033
run_1778424061,447,-0.071083,5.6867,0.0500,0.001,0.99,0.011224
run_1778424061,448,-0.069125,5.5300,0.0500,0.001,0.99,0.012398
run_1778424061,449,-0.074083,5.9267,0.0500,0.001,0.99,0.012222
run_1778424061,450,-0.076583,6.1267,0.0500,0.001,0.99,0.013128
run_1778424061,451,-0.071667,5.7333,0.0500,0.001,0.99,0.013762
run_1778424061,452,-0.067333,5.3867,0.0500,0.001,0.99,0.012260
run_1778424061,453,-0.069917,5.5933,0.0500,0.001,0.99,0.015146
run_1778424061,454,-0.077042,6.1633,0.0500,0.001,0.99,0.013254
run_1778424061,455,-0.074250,5.9400,0.0500,0.001,0.99,0.011898
run_1778424061,456,-0.064125,5.1300,0.0500,0.001,0.99,0.013157
run_1778424061,457,-0.074208,5.9367,0.0500,0.001,0.99,0.013101
run_1778424061,458,-0.080167,6.4133,0.0500,0.001,0.99,0.012900
run_1778424061,459,-0.073208,5.8567,0.0500,0.001,0.99,0.011935
run_1778424061,460,-0.069625,5.5700,0.0500,0.001,0.99,0.013152
run_1778424061,461,-0.076708,6.1367,0.0500,0.001,0.99,0.013726
run_1778424061,462,-0.071208,5.6967,0.0500,0.001,0.99,0.014111
run_1778424061,463,-0.076208,6.0967,0.0500,0.001,0.99,0.013385
run_1778424061,464,-0.069333,5.5467,0.0500,0.001,0.99,0.014812
run_1778424061,465,-0.071167,5.6933,0.0500,0.001,0.99,0.014088
run_1778424061,466,-0.072042,5.7633,0.0500,0.001,0.99,0.011930
run_1778424061,467,-0.071917,5.7533,0.0500,0.001,0.99,0.015830
run_1778424061,468,-0.076583,6.1267,0.0500,0.001,0.99,0.012856
run_1778424061,469,-0.066833,5.3467,0.0500,0.001,0.99,0.013463
run_1778424061,470,-0.069750,5.5800,0.0500,0.001,0.99,0.013481
run_1778424061,471,-0.065000,5.2000,0.0500,0.001,0.99,0.013629
run_1778424061,472,-0.081958,6.5567,0.0500,0.001,0.99,0.013451
run_1778424061,473,-0.070167,5.6133,0.0500,0.001,0.99,0.014093
run_1778424061,474,-0.069375,5.5500,0.0500,0.001,0.99,0.012441
run_1778424061,475,-0.060208,4.8167,0.0500,0.001,0.99,0.014885
run_1778424061,476,-0.072917,5.8333,0.0500,0.001,0.99,0.015807
run_1778424061,477,-0.075667,6.0533,0.0500,0.001,0.99,0.014130
run_1778424061,478,-0.077542,6.2033,0.0500,0.001,0.99,0.015072
run_1778424061,479,-0.082292,6.5833,0.0500,0.001,0.99,0.013164
run_1778424061,480,-0.069458,5.5567,0.0500,0.001,0.99,0.013756
run_1778424061,481,-0.071375,5.7100,0.0500,0.001,0.99,0.013005
run_1778424061,482,-0.068542,5.4833,0.0500,0.001,0.99,0.017322
run_1778424061,483,-0.073375,5.8700,0.0500,0.001,0.99,0.016297
run_1778424061,484,-0.065167,5.2133,0.0500,0.001,0.99,0.015190
run_1778424061,485,-0.060167,4.8133,0.0500,0.001,0.99,0.012833
run_1778424061,486,-0.073333,5.8667,0.0500,0.001,0.99,0.014550
run_1778424061,487,-0.070042,5.6033,0.0500,0.001,0.99,0.014605
run_1778424061,488,-0.061958,4.9567,0.0500,0.001,0.99,0.015513
run_1778424061,489,-0.072708,5.8167,0.0500,0.001,0.99,0.013787
run_1778424061,490,-0.068875,5.5100,0.0500,0.001,0.99,0.015478
run_1778424061,491,-0.066000,5.2800,0.0500,0.001,0.99,0.015579
run_1778424061,492,-0.073667,5.8933,0.0500,0.001,0.99,0.015565
run_1778424061,493,-0.073917,5.9133,0.0500,0.001,0.99,0.011720
run_1778424061,494,-0.073375,5.8700,0.0500,0.001,0.99,0.015315
run_1778424061,495,-0.070875,5.6700,0.0500,0.001,0.99,0.014593
run_1778424061,496,-0.067833,5.4267,0.0500,0.001,0.99,0.013716
run_1778424061,497,-0.068583,5.4867,0.0500,0.001,0.99,0.018204
run_1778424061,498,-0.074208,5.9367,0.0500,0.001,0.99,0.013327
run_1778424061,499,-0.063542,5.0833,0.0500,0.001,0.99,0.014417
run_1778424061,500,-0.080458,6.4367,0.0500,0.001,0.99,0.013881
