run_id,episode,avg_reward,avg_queue,epsilon,lr,gamma,loss
run_1778466643,28,-0.079667,6.3733,0.7132,0.001,0.99,0.009540
run_1778466643,29,-0.085417,6.8333,0.7046,0.001,0.99,0.009223
run_1778466643,30,-0.073833,5.9067,0.6962,0.001,0.99,0.009064
run_1778466643,31,-0.080542,6.4433,0.6878,0.001,0.99,0.006474
run_1778466643,32,-0.081833,6.5467,0.6796,0.001,0.99,0.006174
run_1778466643,33,-0.093750,7.5000,0.6714,0.001,0.99,0.006046
run_1778466643,34,-0.073583,5.8867,0.6633,0.001,0.99,0.005783
run_1778466643,35,-0.084292,6.7433,0.6554,0.001,0.99,0.005815
run_1778466643,36,-0.085875,6.8700,0.6475,0.001,0.99,0.005658
run_1778466643,37,-0.077958,6.2367,0.6397,0.001,0.99,0.005648
run_1778466643,38,-0.080667,6.4533,0.6321,0.001,0.99,0.005550
run_1778466643,39,-0.074292,5.9433,0.6245,0.001,0.99,0.005635
run_1778466643,40,-0.073708,5.8967,0.6170,0.001,0.99,0.005586
run_1778466643,41,-0.072750,5.8200,0.6096,0.001,0.99,0.004167
run_1778466643,42,-0.072500,5.8000,0.6023,0.001,0.99,0.003842
run_1778466643,43,-0.082042,6.5633,0.5950,0.001,0.99,0.003792
run_1778466643,44,-0.069333,5.5467,0.5879,0.001,0.99,0.003675
run_1778466643,45,-0.079708,6.3767,0.5808,0.001,0.99,0.003724
run_1778466643,46,-0.091333,7.3067,0.5739,0.001,0.99,0.003595
run_1778466643,47,-0.085208,6.8167,0.5670,0.001,0.99,0.003713
run_1778466643,48,-0.073542,5.8833,0.5602,0.001,0.99,0.003605
run_1778466643,49,-0.075000,6.0000,0.5535,0.001,0.99,0.003582
run_1778466643,50,-0.081083,6.4867,0.5468,0.001,0.99,0.003459
run_1778466643,51,-0.074500,5.9600,0.5403,0.001,0.99,0.003017
run_1778466643,52,-0.082792,6.6233,0.5338,0.001,0.99,0.002746
run_1778466643,53,-0.087625,7.0100,0.5274,0.001,0.99,0.002724
run_1778466643,54,-0.078667,6.2933,0.5210,0.001,0.99,0.002632
run_1778466643,55,-0.087542,7.0033,0.5148,0.001,0.99,0.002524
run_1778466643,56,-0.083375,6.6700,0.5086,0.001,0.99,0.002614
run_1778466643,57,-0.069875,5.5900,0.5025,0.001,0.99,0.002573
run_1778466643,58,-0.079083,6.3267,0.4965,0.001,0.99,0.002442
run_1778466643,59,-0.077958,6.2367,0.4905,0.001,0.99,0.002464
run_1778466643,60,-0.088250,7.0600,0.4846,0.001,0.99,0.002460
run_1778466643,61,-0.086375,6.9100,0.4788,0.001,0.99,0.002389
run_1778466643,62,-0.084792,6.7833,0.4731,0.001,0.99,0.002173
run_1778466643,63,-0.103083,8.2467,0.4674,0.001,0.99,0.002093
run_1778466643,64,-0.091458,7.3167,0.4618,0.001,0.99,0.002051
run_1778466643,65,-0.071458,5.7167,0.4562,0.001,0.99,0.002063
run_1778466643,66,-0.083167,6.6533,0.4508,0.001,0.99,0.002047
run_1778466643,67,-0.090958,7.2767,0.4454,0.001,0.99,0.002040
run_1778466643,68,-0.111000,8.8800,0.4400,0.001,0.99,0.002060
run_1778466643,69,-0.086625,6.9300,0.4347,0.001,0.99,0.002047
run_1778466643,70,-0.103167,8.2533,0.4295,0.001,0.99,0.001965
run_1778466643,71,-0.082667,6.6133,0.4244,0.001,0.99,0.002342
run_1778466643,72,-0.083042,6.6433,0.4193,0.001,0.99,0.002025
run_1778466643,73,-0.083000,6.6400,0.4142,0.001,0.99,0.001889
run_1778466643,74,-0.071542,5.7233,0.4093,0.001,0.99,0.001881
run_1778466643,75,-0.069500,5.5600,0.4044,0.001,0.99,0.001933
run_1778466643,76,-0.085667,6.8533,0.3995,0.001,0.99,0.001835
run_1778466643,77,-0.089750,7.1800,0.3947,0.001,0.99,0.001786
run_1778466643,78,-0.092917,7.4333,0.3900,0.001,0.99,0.001750
run_1778466643,79,-0.094125,7.5300,0.3853,0.001,0.99,0.001785
run_1778466643,80,-0.082000,6.5600,0.3807,0.001,0.99,0.001691
run_1778466643,81,-0.081375,6.5100,0.3761,0.001,0.99,0.002536
run_1778466643,82,-0.096042,7.6833,0.3716,0.001,0.99,0.002162
run_1778466643,83,-0.079750,6.3800,0.3671,0.001,0.99,0.002004
run_1778466643,84,-0.088750,7.1000,0.3627,0.001,0.99,0.001976
run_1778466643,85,-0.088500,7.0800,0.3584,0.001,0.99,0.001993
run_1778466643,86,-0.098083,7.8467,0.3541,0.001,0.99,0.001905
run_1778466643,87,-0.083500,6.6800,0.3498,0.001,0.99,0.001882
run_1778466643,88,-0.077042,6.1633,0.3456,0.001,0.99,0.001837
run_1778466643,89,-0.095375,7.6300,0.3415,0.001,0.99,0.001858
run_1778466643,90,-0.083417,6.6733,0.3374,0.001,0.99,0.001791
run_1778466643,91,-0.076917,6.1533,0.3333,0.001,0.99,0.002883
run_1778466643,92,-0.080167,6.4133,0.3293,0.001,0.99,0.002328
run_1778466643,93,-0.087042,6.9633,0.3254,0.001,0.99,0.002259
run_1778466643,94,-0.092458,7.3967,0.3215,0.001,0.99,0.002192
run_1778466643,95,-0.081417,6.5133,0.3176,0.001,0.99,0.002082
run_1778466643,96,-0.091875,7.3500,0.3138,0.001,0.99,0.002086
run_1778466643,97,-0.095833,7.6667,0.3100,0.001,0.99,0.001955
run_1778466643,98,-0.101667,8.1333,0.3063,0.001,0.99,0.001967
run_1778466643,99,-0.076083,6.0867,0.3026,0.001,0.99,0.001950
run_1778466643,100,-0.106292,8.5033,0.2990,0.001,0.99,0.001962
run_1778466643,101,-0.081333,6.5067,0.2954,0.001,0.99,0.003170
run_1778466643,102,-0.087333,6.9867,0.2919,0.001,0.99,0.002608
run_1778466643,103,-0.072833,5.8267,0.2884,0.001,0.99,0.002337
run_1778466643,104,-0.080875,6.4700,0.2849,0.001,0.99,0.002267
run_1778466643,105,-0.086292,6.9033,0.2815,0.001,0.99,0.002256
run_1778466643,106,-0.081167,6.4933,0.2781,0.001,0.99,0.002124
run_1778466643,107,-0.089458,7.1567,0.2748,0.001,0.99,0.002076
run_1778466643,108,-0.089792,7.1833,0.2715,0.001,0.99,0.002032
run_1778466643,109,-0.073417,5.8733,0.2682,0.001,0.99,0.001975
run_1778466643,110,-0.083708,6.6967,0.2650,0.001,0.99,0.001904
run_1778466643,111,-0.074458,5.9567,0.2618,0.001,0.99,0.003217
run_1778466643,112,-0.088417,7.0733,0.2587,0.001,0.99,0.002474
run_1778466643,113,-0.088708,7.0967,0.2556,0.001,0.99,0.002321
run_1778466643,114,-0.089792,7.1833,0.2525,0.001,0.99,0.002254
run_1778466643,115,-0.082250,6.5800,0.2495,0.001,0.99,0.002121
run_1778466643,116,-0.137667,11.0133,0.2465,0.001,0.99,0.002051
run_1778466643,117,-0.097167,7.7733,0.2435,0.001,0.99,0.001974
run_1778466643,118,-0.132000,10.5600,0.2406,0.001,0.99,0.001903
run_1778466643,119,-0.091042,7.2833,0.2377,0.001,0.99,0.001882
run_1778466643,120,-0.091917,7.3533,0.2349,0.001,0.99,0.001824
run_1778466643,121,-0.076083,6.0867,0.2321,0.001,0.99,0.003285
run_1778466643,122,-0.103500,8.2800,0.2293,0.001,0.99,0.002366
run_1778466643,123,-0.084125,6.7300,0.2265,0.001,0.99,0.002188
run_1778466643,124,-0.080708,6.4567,0.2238,0.001,0.99,0.002150
run_1778466643,125,-0.086500,6.9200,0.2211,0.001,0.99,0.002054
run_1778466643,126,-0.104875,8.3900,0.2185,0.001,0.99,0.002022
run_1778466643,127,-0.094042,7.5233,0.2158,0.001,0.99,0.001933
run_1778466643,128,-0.084625,6.7700,0.2132,0.001,0.99,0.001844
run_1778466643,129,-0.099167,7.9333,0.2107,0.001,0.99,0.001823
run_1778466643,130,-0.092875,7.4300,0.2082,0.001,0.99,0.001746
run_1778466643,131,-0.095958,7.6767,0.2057,0.001,0.99,0.003398
run_1778466643,132,-0.070625,5.6500,0.2032,0.001,0.99,0.002258
run_1778466643,133,-0.092500,7.4000,0.2008,0.001,0.99,0.002158
run_1778466643,134,-0.074625,5.9700,0.1983,0.001,0.99,0.002062
run_1778466643,135,-0.080292,6.4233,0.1960,0.001,0.99,0.001959
run_1778466643,136,-0.087625,7.0100,0.1936,0.001,0.99,0.001922
run_1778466643,137,-0.080958,6.4767,0.1913,0.001,0.99,0.001895
run_1778466643,138,-0.094417,7.5533,0.1890,0.001,0.99,0.001883
run_1778466643,139,-0.094833,7.5867,0.1867,0.001,0.99,0.001904
run_1778466643,140,-0.089000,7.1200,0.1845,0.001,0.99,0.001881
run_1778466643,141,-0.076375,6.1100,0.1823,0.001,0.99,0.003288
run_1778466643,142,-0.067375,5.3900,0.1801,0.001,0.99,0.002357
run_1778466643,143,-0.077167,6.1733,0.1779,0.001,0.99,0.002174
run_1778466643,144,-0.075208,6.0167,0.1758,0.001,0.99,0.002132
run_1778466643,145,-0.076833,6.1467,0.1737,0.001,0.99,0.002061
run_1778466643,146,-0.084292,6.7433,0.1716,0.001,0.99,0.002074
run_1778466643,147,-0.068750,5.5000,0.1695,0.001,0.99,0.002016
run_1778466643,148,-0.098958,7.9167,0.1675,0.001,0.99,0.001989
run_1778466643,149,-0.084458,6.7567,0.1655,0.001,0.99,0.002052
run_1778466643,150,-0.070583,5.6467,0.1635,0.001,0.99,0.001976
run_1778466643,151,-0.072208,5.7767,0.1615,0.001,0.99,0.003301
run_1778466643,152,-0.071708,5.7367,0.1596,0.001,0.99,0.002375
run_1778466643,153,-0.068292,5.4633,0.1577,0.001,0.99,0.002239
run_1778466643,154,-0.072125,5.7700,0.1558,0.001,0.99,0.002181
run_1778466643,155,-0.070750,5.6600,0.1539,0.001,0.99,0.002146
run_1778466643,156,-0.069708,5.5767,0.1521,0.001,0.99,0.002119
run_1778466643,157,-0.064417,5.1533,0.1503,0.001,0.99,0.002015
run_1778466643,158,-0.087958,7.0367,0.1485,0.001,0.99,0.002045
run_1778466643,159,-0.078250,6.2600,0.1467,0.001,0.99,0.002100
run_1778466643,160,-0.071208,5.6967,0.1449,0.001,0.99,0.002024
run_1778466643,161,-0.068292,5.4633,0.1432,0.001,0.99,0.003131
run_1778466643,162,-0.069833,5.5867,0.1415,0.001,0.99,0.002442
run_1778466643,163,-0.073167,5.8533,0.1398,0.001,0.99,0.002230
run_1778466643,164,-0.068875,5.5100,0.1381,0.001,0.99,0.002168
run_1778466643,165,-0.072542,5.8033,0.1364,0.001,0.99,0.002255
run_1778466643,166,-0.066542,5.3233,0.1348,0.001,0.99,0.002174
run_1778466643,167,-0.065958,5.2767,0.1332,0.001,0.99,0.002200
run_1778466643,168,-0.064458,5.1567,0.1316,0.001,0.99,0.002169
run_1778466643,169,-0.071417,5.7133,0.1300,0.001,0.99,0.002171
run_1778466643,170,-0.066250,5.3000,0.1284,0.001,0.99,0.002231
run_1778466643,171,-0.064000,5.1200,0.1269,0.001,0.99,0.003277
run_1778466643,172,-0.061167,4.8933,0.1254,0.001,0.99,0.002427
run_1778466643,173,-0.071375,5.7100,0.1239,0.001,0.99,0.002439
run_1778466643,174,-0.086708,6.9367,0.1224,0.001,0.99,0.002357
run_1778466643,175,-0.077917,6.2333,0.1209,0.001,0.99,0.002344
run_1778466643,176,-0.064333,5.1467,0.1195,0.001,0.99,0.002431
run_1778466643,177,-0.072500,5.8000,0.1180,0.001,0.99,0.002494
run_1778466643,178,-0.089958,7.1967,0.1166,0.001,0.99,0.002425
run_1778466643,179,-0.076583,6.1267,0.1152,0.001,0.99,0.002312
run_1778466643,180,-0.072917,5.8333,0.1138,0.001,0.99,0.002440
run_1778466643,181,-0.076708,6.1367,0.1125,0.001,0.99,0.003296
run_1778466643,182,-0.070917,5.6733,0.1111,0.001,0.99,0.002727
run_1778466643,183,-0.074292,5.9433,0.1098,0.001,0.99,0.002632
run_1778466643,184,-0.071250,5.7000,0.1085,0.001,0.99,0.002641
run_1778466643,185,-0.070292,5.6233,0.1072,0.001,0.99,0.002623
run_1778466643,186,-0.065042,5.2033,0.1059,0.001,0.99,0.002600
run_1778466643,187,-0.067125,5.3700,0.1046,0.001,0.99,0.002658
run_1778466643,188,-0.067083,5.3667,0.1033,0.001,0.99,0.002566
run_1778466643,189,-0.074125,5.9300,0.1021,0.001,0.99,0.002514
run_1778466643,190,-0.079333,6.3467,0.1009,0.001,0.99,0.002593
run_1778466643,191,-0.072417,5.7933,0.0997,0.001,0.99,0.003483
run_1778466643,192,-0.068833,5.5067,0.0985,0.001,0.99,0.002901
run_1778466643,193,-0.066458,5.3167,0.0973,0.001,0.99,0.002959
run_1778466643,194,-0.079167,6.3333,0.0961,0.001,0.99,0.002957
run_1778466643,195,-0.074667,5.9733,0.0950,0.001,0.99,0.002889
run_1778466643,196,-0.082125,6.5700,0.0938,0.001,0.99,0.002928
run_1778466643,197,-0.066542,5.3233,0.0927,0.001,0.99,0.002919
run_1778466643,198,-0.079750,6.3800,0.0916,0.001,0.99,0.002808
run_1778466643,199,-0.066625,5.3300,0.0905,0.001,0.99,0.002897
run_1778466643,200,-0.071417,5.7133,0.0894,0.001,0.99,0.002881
run_1778466643,201,-0.069250,5.5400,0.0883,0.001,0.99,0.003762
run_1778466643,202,-0.072583,5.8067,0.0873,0.001,0.99,0.003338
run_1778466643,203,-0.057583,4.6067,0.0862,0.001,0.99,0.003212
run_1778466643,204,-0.070375,5.6300,0.0852,0.001,0.99,0.003181
run_1778466643,205,-0.073083,5.8467,0.0842,0.001,0.99,0.003095
run_1778466643,206,-0.070167,5.6133,0.0832,0.001,0.99,0.003239
run_1778466643,207,-0.075917,6.0733,0.0822,0.001,0.99,0.003245
run_1778466643,208,-0.067875,5.4300,0.0812,0.001,0.99,0.003151
run_1778466643,209,-0.076375,6.1100,0.0802,0.001,0.99,0.003023
run_1778466643,210,-0.093083,7.4467,0.0792,0.001,0.99,0.003217
run_1778466643,211,-0.069708,5.5767,0.0783,0.001,0.99,0.003929
run_1778466643,212,-0.072833,5.8267,0.0774,0.001,0.99,0.003630
run_1778466643,213,-0.079167,6.3333,0.0764,0.001,0.99,0.003570
run_1778466643,214,-0.071458,5.7167,0.0755,0.001,0.99,0.003527
run_1778466643,215,-0.061875,4.9500,0.0746,0.001,0.99,0.003556
run_1778466643,216,-0.068375,5.4700,0.0737,0.001,0.99,0.003177
run_1778466643,217,-0.077417,6.1933,0.0728,0.001,0.99,0.003645
run_1778466643,218,-0.060500,4.8400,0.0719,0.001,0.99,0.003298
run_1778466643,219,-0.077125,6.1700,0.0711,0.001,0.99,0.003478
run_1778466643,220,-0.077167,6.1733,0.0702,0.001,0.99,0.003550
run_1778466643,221,-0.076542,6.1233,0.0694,0.001,0.99,0.004351
run_1778466643,222,-0.072500,5.8000,0.0686,0.001,0.99,0.004075
run_1778466643,223,-0.080042,6.4033,0.0677,0.001,0.99,0.003960
run_1778466643,224,-0.066375,5.3100,0.0669,0.001,0.99,0.004074
run_1778466643,225,-0.070375,5.6300,0.0661,0.001,0.99,0.003868
run_1778466643,226,-0.078583,6.2867,0.0653,0.001,0.99,0.003980
run_1778466643,227,-0.063208,5.0567,0.0645,0.001,0.99,0.003882
run_1778466643,228,-0.066042,5.2833,0.0638,0.001,0.99,0.003897
run_1778466643,229,-0.069208,5.5367,0.0630,0.001,0.99,0.003821
run_1778466643,230,-0.072458,5.7967,0.0622,0.001,0.99,0.003869
run_1778466643,231,-0.064750,5.1800,0.0615,0.001,0.99,0.004705
run_1778466643,232,-0.067875,5.4300,0.0608,0.001,0.99,0.004456
run_1778466643,233,-0.069542,5.5633,0.0600,0.001,0.99,0.004483
run_1778466643,234,-0.070292,5.6233,0.0593,0.001,0.99,0.004263
run_1778466643,235,-0.068708,5.4967,0.0586,0.001,0.99,0.004212
run_1778466643,236,-0.070208,5.6167,0.0579,0.001,0.99,0.004176
run_1778466643,237,-0.070208,5.6167,0.0572,0.001,0.99,0.004257
run_1778466643,238,-0.073375,5.8700,0.0565,0.001,0.99,0.004576
run_1778466643,239,-0.068792,5.5033,0.0558,0.001,0.99,0.004349
run_1778466643,240,-0.069875,5.5900,0.0552,0.001,0.99,0.004570
run_1778466643,241,-0.069667,5.5733,0.0545,0.001,0.99,0.005035
run_1778466643,242,-0.070833,5.6667,0.0538,0.001,0.99,0.004539
run_1778466643,243,-0.072542,5.8033,0.0532,0.001,0.99,0.004359
run_1778466643,244,-0.065458,5.2367,0.0526,0.001,0.99,0.004606
run_1778466643,245,-0.075917,6.0733,0.0519,0.001,0.99,0.004699
run_1778466643,246,-0.067667,5.4133,0.0513,0.001,0.99,0.004703
run_1778466643,247,-0.071167,5.6933,0.0507,0.001,0.99,0.004667
run_1778466643,248,-0.068417,5.4733,0.0501,0.001,0.99,0.004425
run_1778466643,249,-0.081333,6.5067,0.0500,0.001,0.99,0.004406
run_1778466643,250,-0.076917,6.1533,0.0500,0.001,0.99,0.004634
run_1778466643,251,-0.074583,5.9667,0.0500,0.001,0.99,0.005669
run_1778466643,252,-0.070083,5.6067,0.0500,0.001,0.99,0.005262
run_1778466643,253,-0.066833,5.3467,0.0500,0.001,0.99,0.004916
run_1778466643,254,-0.071083,5.6867,0.0500,0.001,0.99,0.005053
run_1778466643,255,-0.078583,6.2867,0.0500,0.001,0.99,0.004985
run_1778466643,256,-0.073792,5.9033,0.0500,0.001,0.99,0.004970
run_1778466643,257,-0.079458,6.3567,0.0500,0.001,0.99,0.004899
run_1778466643,258,-0.066375,5.3100,0.0500,0.001,0.99,0.004754
run_1778466643,259,-0.073417,5.8733,0.0500,0.001,0.99,0.004827
run_1778466643,260,-0.071500,5.7200,0.0500,0.001,0.99,0.004903
run_1778466643,261,-0.077042,6.1633,0.0500,0.001,0.99,0.005810
run_1778466643,262,-0.070875,5.6700,0.0500,0.001,0.99,0.005415
run_1778466643,263,-0.072917,5.8333,0.0500,0.001,0.99,0.005385
run_1778466643,264,-0.077958,6.2367,0.0500,0.001,0.99,0.005101
run_1778466643,265,-0.081833,6.5467,0.0500,0.001,0.99,0.005388
run_1778466643,266,-0.070750,5.6600,0.0500,0.001,0.99,0.005220
run_1778466643,267,-0.072917,5.8333,0.0500,0.001,0.99,0.005678
run_1778466643,268,-0.068708,5.4967,0.0500,0.001,0.99,0.005237
run_1778466643,269,-0.075125,6.0100,0.0500,0.001,0.99,0.005082
run_1778466643,270,-0.074750,5.9800,0.0500,0.001,0.99,0.005078
run_1778466643,271,-0.079250,6.3400,0.0500,0.001,0.99,0.006100
run_1778466643,272,-0.077458,6.1967,0.0500,0.001,0.99,0.005880
run_1778466643,273,-0.066083,5.2867,0.0500,0.001,0.99,0.005168
run_1778466643,274,-0.074625,5.9700,0.0500,0.001,0.99,0.005300
run_1778466643,275,-0.076542,6.1233,0.0500,0.001,0.99,0.005530
run_1778466643,276,-0.070875,5.6700,0.0500,0.001,0.99,0.005615
run_1778466643,277,-0.062958,5.0367,0.0500,0.001,0.99,0.005846
run_1778466643,278,-0.072458,5.7967,0.0500,0.001,0.99,0.005623
run_1778466643,279,-0.079500,6.3600,0.0500,0.001,0.99,0.005340
run_1778466643,280,-0.073167,5.8533,0.0500,0.001,0.99,0.005925
run_1778466643,281,-0.082833,6.6267,0.0500,0.001,0.99,0.006176
run_1778466643,282,-0.076583,6.1267,0.0500,0.001,0.99,0.006231
run_1778466643,283,-0.072333,5.7867,0.0500,0.001,0.99,0.005769
run_1778466643,284,-0.068792,5.5033,0.0500,0.001,0.99,0.005586
run_1778466643,285,-0.077542,6.2033,0.0500,0.001,0.99,0.005934
run_1778466643,286,-0.071500,5.7200,0.0500,0.001,0.99,0.005805
run_1778466643,287,-0.075833,6.0667,0.0500,0.001,0.99,0.005982
run_1778466643,288,-0.061458,4.9167,0.0500,0.001,0.99,0.005966
run_1778466643,289,-0.080417,6.4333,0.0500,0.001,0.99,0.005680
run_1778466643,290,-0.070042,5.6033,0.0500,0.001,0.99,0.005562
run_1778466643,291,-0.070583,5.6467,0.0500,0.001,0.99,0.006543
run_1778466643,292,-0.079917,6.3933,0.0500,0.001,0.99,0.005909
run_1778466643,293,-0.076667,6.1333,0.0500,0.001,0.99,0.006369
run_1778466643,294,-0.072292,5.7833,0.0500,0.001,0.99,0.005911
run_1778466643,295,-0.076667,6.1333,0.0500,0.001,0.99,0.005910
run_1778466643,296,-0.071250,5.7000,0.0500,0.001,0.99,0.006404
run_1778466643,297,-0.067542,5.4033,0.0500,0.001,0.99,0.005773
run_1778466643,298,-0.075667,6.0533,0.0500,0.001,0.99,0.005963
run_1778466643,299,-0.065333,5.2267,0.0500,0.001,0.99,0.005825
run_1778466643,300,-0.067583,5.4067,0.0500,0.001,0.99,0.006198
run_1778466643,301,-0.066917,5.3533,0.0500,0.001,0.99,0.007071
run_1778466643,302,-0.068125,5.4500,0.0500,0.001,0.99,0.006407
run_1778466643,303,-0.069167,5.5333,0.0500,0.001,0.99,0.006160
run_1778466643,304,-0.079125,6.3300,0.0500,0.001,0.99,0.006805
run_1778466643,305,-0.077917,6.2333,0.0500,0.001,0.99,0.006623
run_1778466643,306,-0.073875,5.9100,0.0500,0.001,0.99,0.006194
run_1778466643,307,-0.073292,5.8633,0.0500,0.001,0.99,0.006233
run_1778466643,308,-0.071875,5.7500,0.0500,0.001,0.99,0.006296
run_1778466643,309,-0.077208,6.1767,0.0500,0.001,0.99,0.006569
run_1778466643,310,-0.069292,5.5433,0.0500,0.001,0.99,0.006205
run_1778466643,311,-0.077125,6.1700,0.0500,0.001,0.99,0.007160
run_1778466643,312,-0.060792,4.8633,0.0500,0.001,0.99,0.006811
run_1778466643,313,-0.065042,5.2033,0.0500,0.001,0.99,0.007645
run_1778466643,314,-0.072500,5.8000,0.0500,0.001,0.99,0.006412
run_1778466643,315,-0.084375,6.7500,0.0500,0.001,0.99,0.006874
run_1778466643,316,-0.071417,5.7133,0.0500,0.001,0.99,0.006756
run_1778466643,317,-0.066375,5.3100,0.0500,0.001,0.99,0.006573
run_1778466643,318,-0.072417,5.7933,0.0500,0.001,0.99,0.006963
run_1778466643,319,-0.072750,5.8200,0.0500,0.001,0.99,0.006591
run_1778466643,320,-0.076542,6.1233,0.0500,0.001,0.99,0.007098
run_1778466643,321,-0.074542,5.9633,0.0500,0.001,0.99,0.007484
run_1778466643,322,-0.065917,5.2733,0.0500,0.001,0.99,0.007054
run_1778466643,323,-0.075458,6.0367,0.0500,0.001,0.99,0.007040
run_1778466643,324,-0.070375,5.6300,0.0500,0.001,0.99,0.007066
run_1778466643,325,-0.069292,5.5433,0.0500,0.001,0.99,0.007531
run_1778466643,326,-0.066500,5.3200,0.0500,0.001,0.99,0.007314
run_1778466643,327,-0.070750,5.6600,0.0500,0.001,0.99,0.007652
run_1778466643,328,-0.069250,5.5400,0.0500,0.001,0.99,0.006874
run_1778466643,329,-0.072583,5.8067,0.0500,0.001,0.99,0.007429
run_1778466643,330,-0.067875,5.4300,0.0500,0.001,0.99,0.007223
run_1778466643,331,-0.067292,5.3833,0.0500,0.001,0.99,0.008034
run_1778466643,332,-0.066250,5.3000,0.0500,0.001,0.99,0.007849
run_1778466643,333,-0.066542,5.3233,0.0500,0.001,0.99,0.007493
run_1778466643,334,-0.073833,5.9067,0.0500,0.001,0.99,0.007905
run_1778466643,335,-0.072250,5.7800,0.0500,0.001,0.99,0.007331
run_1778466643,336,-0.068708,5.4967,0.0500,0.001,0.99,0.007221
run_1778466643,337,-0.063833,5.1067,0.0500,0.001,0.99,0.008318
run_1778466643,338,-0.083333,6.6667,0.0500,0.001,0.99,0.007742
run_1778466643,339,-0.089750,7.1800,0.0500,0.001,0.99,0.008249
run_1778466643,340,-0.065583,5.2467,0.0500,0.001,0.99,0.008305
run_1778466643,341,-0.063500,5.0800,0.0500,0.001,0.99,0.007928
run_1778466643,342,-0.074208,5.9367,0.0500,0.001,0.99,0.008549
run_1778466643,343,-0.068917,5.5133,0.0500,0.001,0.99,0.007710
run_1778466643,344,-0.083083,6.6467,0.0500,0.001,0.99,0.007925
run_1778466643,345,-0.063958,5.1167,0.0500,0.001,0.99,0.007817
run_1778466643,346,-0.077458,6.1967,0.0500,0.001,0.99,0.007743
run_1778466643,347,-0.066167,5.2933,0.0500,0.001,0.99,0.007211
run_1778466643,348,-0.066667,5.3333,0.0500,0.001,0.99,0.008518
run_1778466643,349,-0.068292,5.4633,0.0500,0.001,0.99,0.007541
run_1778466643,350,-0.073125,5.8500,0.0500,0.001,0.99,0.007547
run_1778466643,351,-0.083250,6.6600,0.0500,0.001,0.99,0.008011
run_1778466643,352,-0.066250,5.3000,0.0500,0.001,0.99,0.007699
run_1778466643,353,-0.065792,5.2633,0.0500,0.001,0.99,0.008131
run_1778466643,354,-0.081292,6.5033,0.0500,0.001,0.99,0.008289
run_1778466643,355,-0.070750,5.6600,0.0500,0.001,0.99,0.007946
run_1778466643,356,-0.071042,5.6833,0.0500,0.001,0.99,0.008326
run_1778466643,357,-0.074292,5.9433,0.0500,0.001,0.99,0.007830
run_1778466643,358,-0.070708,5.6567,0.0500,0.001,0.99,0.008159
run_1778466643,359,-0.066208,5.2967,0.0500,0.001,0.99,0.007860
run_1778466643,360,-0.065500,5.2400,0.0500,0.001,0.99,0.008139
run_1778466643,361,-0.060458,4.8367,0.0500,0.001,0.99,0.008529
run_1778466643,362,-0.079917,6.3933,0.0500,0.001,0.99,0.008005
run_1778466643,363,-0.065708,5.2567,0.0500,0.001,0.99,0.008284
run_1778466643,364,-0.072750,5.8200,0.0500,0.001,0.99,0.007574
run_1778466643,365,-0.069917,5.5933,0.0500,0.001,0.99,0.008164
run_1778466643,366,-0.072583,5.8067,0.0500,0.001,0.99,0.007894
